index,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DailyRate_cat,DistanceFromHome_cat,HourlyRate_cat,MonthlyIncome_cat,MonthlyRate_cat,TotalWorkingYears_cat,YearsAtCompany_cat,YearsInCurrentRole_cat,MonthlyRatetoIncomeDiff,MonthlyRatetoIncomeDiff_cat
65,55,0,Travel_Rarely,836,Research & Development,8,3,Medical,1,84,4,Female,33,3,4,Manager,3,Divorced,14756,19730,2,Y,Yes,14,3,3,80,3,21,2,3,5,0,0,2,800-1200,5-10,<40,>10000,15000-20000,20 to 25,<5,<2,4974,0k to 5k
727,18,0,Non-Travel,287,Research & Development,5,2,Life Sciences,1,1012,2,Male,73,3,1,Research Scientist,4,Single,1051,13493,1,Y,No,15,3,4,80,0,0,2,3,0,0,0,0,<400,2-5,60-80,<2500,10000-15000,,,<2,12442,10k-15k
909,19,0,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1,1269,2,Female,57,4,1,Research Scientist,4,Single,2994,21221,1,Y,Yes,12,3,4,80,0,1,2,3,1,0,0,1,<400,>20,40-60,2500-5000,20000-25000,<5,<5,<2,18227,15k-20k
168,38,0,Travel_Rarely,702,Sales,1,4,Life Sciences,1,230,1,Female,59,2,2,Sales Executive,4,Single,8686,12930,4,Y,No,22,4,3,80,0,12,2,4,8,3,0,7,400-800,<2,40-60,7500-10000,10000-15000,10 to 15,5 to 10,2 to 4,4244,0k to 5k
464,37,0,Travel_Rarely,799,Research & Development,1,3,Technical Degree,1,623,2,Female,59,3,3,Manufacturing Director,4,Single,7491,23848,4,Y,No,17,3,4,80,0,12,3,4,6,5,1,2,400-800,<2,40-60,5000-7500,20000-25000,10 to 15,5 to 10,4 to 6,16357,15k-20k
733,26,0,Travel_Rarely,1066,Research & Development,2,2,Medical,1,1018,4,Male,32,4,2,Manufacturing Director,4,Married,5472,3334,1,Y,No,12,3,2,80,0,8,2,3,8,7,1,3,800-1200,<2,<40,5000-7500,<5000,5 to 10,5 to 10,6 to 8,-2138,<0
1195,49,0,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1,1677,3,Male,36,3,4,Manager,3,Single,15379,22384,4,Y,No,14,3,1,80,0,23,2,3,8,7,0,0,800-1200,<2,<40,>10000,20000-25000,20 to 25,5 to 10,6 to 8,7005,5k-10k
1258,29,0,Travel_Rarely,590,Research & Development,4,3,Technical Degree,1,1762,4,Female,91,2,1,Research Scientist,1,Divorced,2109,10007,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0,400-800,2-5,>80,<2500,10000-15000,<5,<5,<2,7898,5k-10k
590,33,0,Travel_Rarely,213,Research & Development,7,3,Medical,1,817,3,Male,49,3,3,Research Director,3,Married,11691,25995,0,Y,No,11,3,4,80,0,14,3,4,13,9,3,7,<400,5-10,40-60,>10000,>25000,10 to 15,10 to 15,>8,14304,10k-15k
1058,34,1,Travel_Rarely,790,Sales,24,4,Medical,1,1489,1,Female,40,2,2,Sales Executive,2,Single,4599,7815,0,Y,Yes,23,4,3,80,0,16,2,4,15,9,10,10,400-800,>20,<40,2500-5000,5000-10000,15 to 20,10 to 15,>8,3216,0k to 5k
1448,41,0,Travel_Rarely,930,Sales,3,3,Life Sciences,1,2037,3,Male,57,2,2,Sales Executive,2,Divorced,8938,12227,2,Y,No,11,3,3,80,1,14,5,3,5,4,0,4,800-1200,2-5,40-60,7500-10000,10000-15000,10 to 15,<5,2 to 4,3289,0k to 5k
545,30,0,Travel_Rarely,501,Sales,27,5,Marketing,1,747,3,Male,99,3,2,Sales Executive,4,Divorced,5304,25275,7,Y,No,23,4,4,80,1,10,2,2,8,7,7,7,400-800,>20,>80,5000-7500,>25000,5 to 10,5 to 10,6 to 8,19971,15k-20k
1112,38,1,Travel_Rarely,903,Research & Development,2,3,Medical,1,1573,3,Male,81,3,2,Manufacturing Director,2,Married,4855,7653,4,Y,No,11,3,1,80,2,7,2,3,5,2,1,4,800-1200,<2,>80,2500-5000,5000-10000,5 to 10,<5,<2,2798,0k to 5k
1019,36,0,Travel_Rarely,329,Sales,16,4,Marketing,1,1436,3,Female,98,2,2,Sales Executive,1,Married,5647,13494,4,Y,No,13,3,1,80,2,11,3,2,3,2,0,2,<400,15-20,>80,5000-7500,10000-15000,10 to 15,<5,<2,7847,5k-10k
629,28,0,Travel_Rarely,1169,Human Resources,8,2,Medical,1,869,2,Male,63,2,1,Human Resources,4,Divorced,4936,23965,1,Y,No,13,3,4,80,1,6,6,3,5,1,0,4,800-1200,5-10,60-80,2500-5000,20000-25000,5 to 10,<5,<2,19029,15k-20k
696,45,0,Non-Travel,805,Research & Development,4,2,Life Sciences,1,972,3,Male,57,3,2,Laboratory Technician,2,Married,4447,23163,1,Y,No,12,3,2,80,0,9,5,2,9,7,0,8,800-1200,2-5,40-60,2500-5000,20000-25000,5 to 10,5 to 10,6 to 8,18716,15k-20k
125,26,0,Travel_Rarely,841,Research & Development,6,3,Other,1,164,3,Female,46,2,1,Research Scientist,2,Married,2368,23300,1,Y,No,19,3,3,80,0,5,3,2,5,4,4,3,800-1200,5-10,40-60,<2500,20000-25000,<5,<5,2 to 4,20932,>20k
536,60,0,Travel_Rarely,1179,Sales,16,4,Marketing,1,732,1,Male,84,3,2,Sales Executive,1,Single,5405,11924,8,Y,No,14,3,4,80,0,10,1,3,2,2,2,2,800-1200,15-20,>80,5000-7500,10000-15000,5 to 10,<5,<2,6519,5k-10k
1156,40,0,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,1628,1,Female,80,2,3,Manufacturing Director,3,Married,10435,25800,1,Y,No,13,3,4,80,2,18,2,3,18,15,14,12,800-1200,10-15,60-80,>10000,>25000,15 to 20,15 to 20,>8,15365,15k-20k
738,39,0,Travel_Rarely,466,Research & Development,1,1,Life Sciences,1,1026,4,Female,65,2,4,Manufacturing Director,4,Married,12742,7060,1,Y,No,16,3,3,80,1,21,3,3,21,6,11,8,400-800,<2,60-80,>10000,5000-10000,20 to 25,>20,4 to 6,-5682,<0
249,45,0,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,341,1,Male,77,4,2,Manufacturing Director,3,Married,6434,5118,4,Y,No,17,3,4,80,1,9,1,3,3,2,0,2,800-1200,5-10,60-80,5000-7500,5000-10000,5 to 10,<5,<2,-1316,<0
118,36,0,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,155,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835,2561,5,Y,No,22,4,1,80,1,7,2,3,1,0,0,0,800-1200,2-5,<40,2500-5000,<5000,5 to 10,<5,<2,-274,<0
180,31,0,Travel_Rarely,140,Research & Development,12,1,Medical,1,246,3,Female,95,3,1,Research Scientist,4,Married,3929,6984,8,Y,Yes,23,4,3,80,1,7,0,3,4,2,0,2,<400,10-15,>80,2500-5000,5000-10000,5 to 10,<5,<2,3055,0k to 5k
1215,35,0,Travel_Frequently,146,Research & Development,2,4,Medical,1,1704,1,Male,79,2,1,Research Scientist,4,Single,4930,13970,0,Y,Yes,14,3,3,80,0,6,2,4,5,4,1,4,<400,<2,60-80,2500-5000,10000-15000,5 to 10,<5,2 to 4,9040,5k-10k
1128,36,0,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1,1594,1,Male,80,4,2,Laboratory Technician,1,Married,5562,19711,3,Y,Yes,13,3,4,80,1,9,3,3,3,2,0,2,>1200,5-10,60-80,5000-7500,15000-20000,5 to 10,<5,<2,14149,10k-15k
1444,56,1,Travel_Rarely,310,Research & Development,7,2,Technical Degree,1,2032,4,Male,72,3,1,Laboratory Technician,3,Married,2339,3666,8,Y,No,11,3,4,80,1,14,4,1,10,9,9,8,<400,5-10,60-80,<2500,<5000,10 to 15,5 to 10,>8,1327,0k to 5k
389,37,0,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,518,3,Male,49,3,2,Manufacturing Director,2,Single,4197,21123,2,Y,Yes,12,3,4,80,0,18,2,2,1,0,0,1,>1200,5-10,40-60,2500-5000,20000-25000,15 to 20,<5,<2,16926,15k-20k
1140,44,0,Travel_Rarely,1313,Research & Development,7,3,Medical,1,1608,2,Female,31,3,5,Research Director,4,Divorced,19049,3549,0,Y,Yes,14,3,4,80,1,23,4,2,22,7,1,10,>1200,5-10,<40,>10000,<5000,20 to 25,>20,6 to 8,-15500,<0
453,26,1,Travel_Frequently,426,Human Resources,17,4,Life Sciences,1,608,2,Female,58,3,1,Human Resources,3,Divorced,2741,22808,0,Y,Yes,11,3,2,80,1,8,2,2,7,7,1,0,400-800,15-20,40-60,2500-5000,20000-25000,5 to 10,5 to 10,6 to 8,20067,>20k
897,59,0,Travel_Rarely,326,Sales,3,3,Life Sciences,1,1254,3,Female,48,2,2,Sales Executive,4,Single,5171,16490,5,Y,No,17,3,4,80,0,13,2,3,6,1,0,5,<400,2-5,40-60,5000-7500,15000-20000,10 to 15,5 to 10,<2,11319,10k-15k
1197,20,0,Travel_Rarely,727,Sales,9,1,Life Sciences,1,1680,4,Male,54,3,1,Sales Representative,1,Single,2728,21082,1,Y,No,11,3,1,80,0,2,3,3,2,2,0,2,400-800,5-10,40-60,2500-5000,20000-25000,<5,<5,<2,18354,15k-20k
481,34,0,Travel_Rarely,254,Research & Development,1,2,Life Sciences,1,649,2,Male,83,2,1,Research Scientist,4,Married,3622,22794,1,Y,Yes,13,3,4,80,1,6,3,3,6,5,1,3,<400,<2,>80,2500-5000,20000-25000,5 to 10,5 to 10,4 to 6,19172,15k-20k
61,38,0,Travel_Frequently,653,Research & Development,29,5,Life Sciences,1,79,4,Female,50,3,2,Laboratory Technician,4,Single,2406,5456,1,Y,No,11,3,4,80,0,10,2,3,10,3,9,9,400-800,>20,40-60,<2500,5000-10000,5 to 10,5 to 10,2 to 4,3050,0k to 5k
812,43,0,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1,1126,3,Female,83,3,3,Manufacturing Director,1,Married,10820,11535,8,Y,No,11,3,3,80,1,18,1,3,8,7,0,1,800-1200,>20,>80,>10000,10000-15000,15 to 20,5 to 10,6 to 8,715,0k to 5k
1254,49,0,Travel_Rarely,1313,Sales,11,4,Marketing,1,1757,4,Female,80,3,2,Sales Executive,4,Single,4507,8191,3,Y,No,12,3,3,80,0,8,1,4,5,1,0,4,>1200,10-15,60-80,2500-5000,5000-10000,5 to 10,<5,<2,3684,0k to 5k
411,60,0,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,549,1,Female,41,3,5,Manager,1,Married,19566,3854,5,Y,No,11,3,4,80,0,33,5,1,29,8,11,10,400-800,5-10,40-60,>10000,<5000,>30,>20,6 to 8,-15712,<0
890,54,0,Travel_Frequently,966,Research & Development,1,4,Life Sciences,1,1245,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502,9659,7,Y,No,17,3,1,80,1,33,2,1,5,4,1,4,800-1200,<2,40-60,>10000,5000-10000,>30,<5,2 to 4,-843,<0
17,22,0,Non-Travel,1123,Research & Development,16,2,Medical,1,22,4,Male,96,4,1,Laboratory Technician,4,Divorced,2935,7324,1,Y,Yes,13,3,2,80,2,1,2,2,1,0,0,0,800-1200,15-20,>80,2500-5000,5000-10000,<5,<5,<2,4389,0k to 5k
312,31,0,Travel_Rarely,192,Research & Development,2,4,Life Sciences,1,426,3,Male,32,3,1,Research Scientist,4,Divorced,2695,7747,0,Y,Yes,18,3,2,80,1,3,2,1,2,2,2,2,<400,<2,<40,2500-5000,5000-10000,<5,<5,<2,5052,5k-10k
1176,49,0,Travel_Rarely,301,Research & Development,22,4,Other,1,1655,1,Female,72,3,4,Research Director,2,Married,16413,3498,3,Y,No,16,3,2,80,2,27,2,3,4,2,1,2,<400,>20,60-80,>10000,<5000,25 to 30,<5,<2,-12915,<0
577,37,0,Travel_Rarely,571,Research & Development,10,1,Life Sciences,1,802,4,Female,82,3,1,Research Scientist,1,Divorced,2782,19905,0,Y,Yes,13,3,2,80,2,6,3,2,5,3,4,3,400-800,5-10,>80,2500-5000,15000-20000,5 to 10,<5,2 to 4,17123,15k-20k
631,44,0,Travel_Rarely,986,Research & Development,8,4,Life Sciences,1,874,1,Male,62,4,1,Laboratory Technician,4,Married,2818,5044,2,Y,Yes,24,4,3,80,1,10,2,2,3,2,0,2,800-1200,5-10,60-80,2500-5000,5000-10000,5 to 10,<5,<2,2226,0k to 5k
651,47,0,Travel_Rarely,249,Sales,2,2,Marketing,1,903,3,Female,35,3,2,Sales Executive,4,Married,4537,17783,0,Y,Yes,22,4,1,80,1,8,2,3,7,6,7,7,<400,<2,<40,2500-5000,15000-20000,5 to 10,5 to 10,4 to 6,13246,10k-15k
585,23,1,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,1,811,3,Male,63,4,1,Laboratory Technician,1,Married,1601,3445,1,Y,Yes,21,4,3,80,2,1,2,3,0,0,0,0,>1200,5-10,60-80,<2500,<5000,<5,,<2,1844,0k to 5k
694,33,0,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,1,969,2,Female,42,2,2,Healthcare Representative,4,Single,6949,12291,0,Y,No,14,3,1,80,0,6,3,3,5,0,1,4,800-1200,<2,40-60,5000-7500,10000-15000,5 to 10,<5,<2,5342,5k-10k
888,35,0,Non-Travel,1212,Sales,8,2,Marketing,1,1243,3,Female,78,2,3,Sales Executive,4,Married,10377,13755,4,Y,Yes,11,3,2,80,1,16,6,2,13,2,4,12,>1200,5-10,60-80,>10000,10000-15000,15 to 20,10 to 15,<2,3378,0k to 5k
930,51,0,Travel_Frequently,968,Research & Development,6,2,Medical,1,1297,2,Female,40,2,1,Laboratory Technician,3,Single,2838,4257,0,Y,No,14,3,2,80,0,8,6,2,7,0,7,7,800-1200,5-10,<40,2500-5000,<5000,5 to 10,5 to 10,<2,1419,0k to 5k
70,59,0,Travel_Frequently,1225,Sales,1,1,Life Sciences,1,91,1,Female,57,2,2,Sales Executive,3,Single,5473,24668,7,Y,No,11,3,4,80,0,20,2,2,4,3,1,3,>1200,<2,40-60,5000-7500,20000-25000,15 to 20,<5,2 to 4,19195,15k-20k
735,48,0,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,1022,1,Male,97,2,2,Healthcare Representative,3,Single,4240,13119,2,Y,No,13,3,4,80,0,19,0,3,2,2,2,2,<400,5-10,>80,2500-5000,10000-15000,15 to 20,<5,<2,8879,5k-10k
1016,31,1,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1,1433,1,Female,34,2,1,Research Scientist,2,Single,1261,22262,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0,<400,5-10,<40,<2500,20000-25000,<5,<5,<2,21001,>20k
15,29,0,Travel_Rarely,1389,Research & Development,21,4,Life Sciences,1,20,2,Female,51,4,3,Manufacturing Director,1,Divorced,9980,10195,1,Y,No,11,3,3,80,1,10,1,3,10,9,8,8,>1200,>20,40-60,7500-10000,10000-15000,5 to 10,5 to 10,>8,215,0k to 5k
905,29,0,Travel_Rarely,694,Research & Development,1,3,Life Sciences,1,1264,4,Female,87,2,4,Research Director,4,Divorced,16124,3423,3,Y,No,14,3,2,80,2,9,2,2,7,7,1,7,400-800,<2,>80,>10000,<5000,5 to 10,5 to 10,6 to 8,-12701,<0
243,40,0,Travel_Rarely,1300,Research & Development,24,2,Technical Degree,1,335,1,Male,62,3,2,Research Scientist,4,Divorced,3319,24447,1,Y,No,17,3,1,80,2,9,3,3,9,8,4,7,>1200,>20,60-80,2500-5000,20000-25000,5 to 10,5 to 10,6 to 8,21128,>20k
1035,31,0,Travel_Rarely,1398,Human Resources,8,2,Medical,1,1461,4,Female,96,4,1,Human Resources,2,Single,2109,24609,9,Y,No,18,3,4,80,0,8,3,3,3,2,0,2,>1200,5-10,>80,<2500,20000-25000,5 to 10,<5,<2,22500,>20k
255,25,0,Travel_Rarely,685,Research & Development,1,3,Life Sciences,1,350,1,Female,62,3,2,Manufacturing Director,3,Married,4898,7505,0,Y,No,12,3,4,80,2,5,3,3,4,2,1,2,400-800,<2,60-80,2500-5000,5000-10000,<5,<5,<2,2607,0k to 5k
196,35,0,Travel_Frequently,138,Research & Development,2,3,Medical,1,269,2,Female,37,3,2,Laboratory Technician,2,Single,4425,15986,5,Y,No,11,3,4,80,0,10,5,3,6,2,1,2,<400,<2,<40,2500-5000,15000-20000,5 to 10,5 to 10,<2,11561,10k-15k
395,43,0,Travel_Frequently,313,Research & Development,21,3,Medical,1,525,4,Male,61,3,1,Laboratory Technician,4,Married,2258,15238,7,Y,No,20,4,1,80,1,8,1,3,3,2,1,2,<400,>20,60-80,<2500,15000-20000,5 to 10,<5,<2,12980,10k-15k
1220,36,0,Travel_Rarely,530,Sales,2,4,Life Sciences,1,1710,3,Female,51,3,2,Sales Representative,4,Single,4502,7439,3,Y,No,15,3,3,80,0,17,2,2,13,7,6,7,400-800,<2,40-60,2500-5000,5000-10000,15 to 20,10 to 15,6 to 8,2937,0k to 5k
839,42,0,Travel_Rarely,647,Sales,4,4,Marketing,1,1171,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,Y,No,13,3,4,80,0,9,3,4,6,4,1,5,400-800,2-5,40-60,5000-7500,<5000,5 to 10,5 to 10,2 to 4,-2902,<0
951,41,0,Non-Travel,256,Sales,10,2,Medical,1,1329,3,Male,40,1,2,Sales Executive,2,Single,6151,22074,1,Y,No,13,3,1,80,0,19,4,3,19,2,11,9,<400,5-10,<40,5000-7500,20000-25000,15 to 20,15 to 20,<2,15923,15k-20k
420,29,0,Travel_Rarely,986,Research & Development,3,4,Medical,1,564,2,Male,93,2,3,Research Director,3,Married,11935,21526,1,Y,No,18,3,3,80,0,10,2,3,10,2,0,7,800-1200,2-5,>80,>10000,20000-25000,5 to 10,5 to 10,<2,9591,5k-10k
298,36,0,Travel_Frequently,566,Research & Development,18,4,Life Sciences,1,407,3,Male,81,4,1,Laboratory Technician,4,Married,3688,7122,4,Y,No,18,3,4,80,2,4,2,3,1,0,0,0,400-800,15-20,>80,2500-5000,5000-10000,<5,<5,<2,3434,0k to 5k
1064,30,0,Travel_Rarely,330,Human Resources,1,3,Life Sciences,1,1499,3,Male,46,3,1,Human Resources,3,Divorced,2064,15428,0,Y,No,21,4,1,80,1,6,3,4,5,3,1,3,<400,<2,40-60,<2500,15000-20000,5 to 10,<5,2 to 4,13364,10k-15k
350,42,0,Travel_Rarely,544,Human Resources,2,1,Technical Degree,1,470,3,Male,52,3,1,Human Resources,3,Divorced,2696,24017,0,Y,Yes,11,3,3,80,1,4,5,3,3,2,1,0,400-800,<2,40-60,2500-5000,20000-25000,<5,<5,<2,21321,>20k
177,19,1,Travel_Rarely,303,Research & Development,2,3,Life Sciences,1,243,2,Male,47,2,1,Laboratory Technician,4,Single,1102,9241,1,Y,No,22,4,3,80,0,1,3,2,1,0,1,0,<400,<2,40-60,<2500,5000-10000,<5,<5,<2,8139,5k-10k
1175,39,0,Travel_Rarely,492,Research & Development,12,3,Medical,1,1654,4,Male,66,3,2,Manufacturing Director,2,Married,5295,7693,4,Y,No,21,4,3,80,0,7,3,3,5,4,1,0,400-800,10-15,60-80,5000-7500,5000-10000,5 to 10,<5,2 to 4,2398,0k to 5k
1059,35,0,Travel_Rarely,660,Sales,7,1,Life Sciences,1,1492,4,Male,76,3,1,Sales Representative,3,Married,2404,16192,1,Y,No,13,3,1,80,1,1,3,3,1,0,0,0,400-800,5-10,60-80,<2500,15000-20000,<5,<5,<2,13788,10k-15k
1372,39,0,Travel_Rarely,867,Research & Development,9,2,Medical,1,1936,1,Male,87,3,2,Manufacturing Director,1,Married,5151,12315,1,Y,No,25,4,4,80,1,10,3,3,10,0,7,9,800-1200,5-10,>80,5000-7500,10000-15000,5 to 10,5 to 10,<2,7164,5k-10k
391,40,0,Travel_Rarely,555,Research & Development,2,3,Medical,1,521,2,Female,78,2,2,Laboratory Technician,3,Married,3448,13436,6,Y,No,22,4,2,80,1,20,3,3,1,0,0,0,400-800,<2,60-80,2500-5000,10000-15000,15 to 20,<5,<2,9988,5k-10k
918,51,0,Travel_Frequently,237,Sales,9,3,Life Sciences,1,1282,4,Male,83,3,5,Manager,2,Divorced,19847,19196,4,Y,Yes,24,4,1,80,1,31,5,2,29,10,11,10,<400,5-10,>80,>10000,15000-20000,>30,>20,>8,-651,<0
950,31,0,Non-Travel,587,Sales,2,4,Life Sciences,1,1324,4,Female,57,3,3,Sales Executive,3,Divorced,9852,8935,1,Y,Yes,19,3,1,80,1,10,5,2,10,8,9,6,400-800,<2,40-60,7500-10000,5000-10000,5 to 10,5 to 10,6 to 8,-917,<0
203,40,0,Travel_Rarely,905,Research & Development,19,2,Medical,1,281,3,Male,99,3,2,Laboratory Technician,4,Married,2741,16523,8,Y,Yes,15,3,3,80,1,15,2,4,7,2,3,7,800-1200,15-20,>80,2500-5000,15000-20000,10 to 15,5 to 10,<2,13782,10k-15k
512,27,0,Travel_Rarely,1115,Research & Development,3,4,Medical,1,700,1,Male,54,2,1,Research Scientist,4,Single,2045,15174,0,Y,No,13,3,4,80,0,5,0,3,4,2,1,1,800-1200,2-5,40-60,<2500,15000-20000,<5,<5,<2,13129,10k-15k
1190,32,0,Travel_Rarely,977,Research & Development,2,3,Medical,1,1671,4,Male,45,3,2,Research Scientist,2,Divorced,5470,25518,0,Y,No,13,3,3,80,2,10,4,2,9,5,1,6,800-1200,<2,40-60,5000-7500,>25000,5 to 10,5 to 10,4 to 6,20048,>20k
741,42,0,Travel_Rarely,265,Sales,5,2,Marketing,1,1029,4,Male,90,3,5,Manager,3,Married,18303,7770,6,Y,No,13,3,2,80,0,21,3,4,1,0,0,0,<400,2-5,>80,>10000,5000-10000,20 to 25,<5,<2,-10533,<0
753,39,0,Travel_Frequently,945,Research & Development,22,3,Medical,1,1043,4,Female,82,3,3,Manufacturing Director,1,Single,10880,5083,1,Y,Yes,13,3,3,80,0,21,2,3,21,6,2,8,800-1200,>20,>80,>10000,5000-10000,20 to 25,>20,4 to 6,-5797,<0
122,56,1,Travel_Rarely,441,Research & Development,14,4,Life Sciences,1,161,2,Female,72,3,1,Research Scientist,2,Married,4963,4510,9,Y,Yes,18,3,1,80,3,7,2,3,5,4,4,3,400-800,10-15,60-80,2500-5000,<5000,5 to 10,<5,2 to 4,-453,<0
47,37,0,Travel_Rarely,408,Research & Development,19,2,Life Sciences,1,61,2,Male,73,3,1,Research Scientist,2,Married,3022,10227,4,Y,No,21,4,1,80,0,8,1,3,1,0,0,0,400-800,15-20,60-80,2500-5000,10000-15000,5 to 10,<5,<2,7205,5k-10k
1214,44,0,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1,1703,3,Female,96,4,3,Healthcare Representative,4,Married,7879,14810,1,Y,Yes,19,3,2,80,1,9,2,3,8,7,6,7,800-1200,<2,>80,7500-10000,10000-15000,5 to 10,5 to 10,6 to 8,6931,5k-10k
766,50,0,Travel_Rarely,1464,Research & Development,2,4,Medical,1,1061,2,Male,62,3,5,Research Director,3,Married,19237,12853,2,Y,Yes,11,3,4,80,1,29,2,2,8,1,7,7,>1200,<2,60-80,>10000,10000-15000,25 to 30,5 to 10,<2,-6384,<0
68,35,0,Travel_Frequently,664,Research & Development,1,3,Medical,1,88,2,Male,79,3,1,Research Scientist,1,Married,2194,5868,4,Y,No,13,3,4,80,1,5,2,2,3,2,1,2,400-800,<2,60-80,<2500,5000-10000,<5,<5,<2,3674,0k to 5k
709,31,1,Non-Travel,335,Research & Development,9,2,Medical,1,991,3,Male,46,2,1,Research Scientist,1,Single,2321,10322,0,Y,Yes,22,4,1,80,0,4,0,3,3,2,1,2,<400,5-10,40-60,<2500,10000-15000,<5,<5,<2,8001,5k-10k
744,37,1,Travel_Rarely,1141,Research & Development,11,2,Medical,1,1033,1,Female,61,1,2,Healthcare Representative,2,Married,4777,14382,5,Y,No,15,3,1,80,0,15,2,1,1,0,0,0,800-1200,10-15,60-80,2500-5000,10000-15000,10 to 15,<5,<2,9605,5k-10k
470,24,0,Travel_Frequently,535,Sales,24,3,Medical,1,632,4,Male,38,3,1,Sales Representative,4,Married,2400,5530,0,Y,No,13,3,3,80,2,3,3,3,2,2,2,1,400-800,>20,<40,<2500,5000-10000,<5,<5,<2,3130,0k to 5k
98,58,0,Travel_Rarely,682,Sales,10,4,Medical,1,131,4,Male,37,3,4,Sales Executive,3,Single,13872,24409,0,Y,No,13,3,3,80,0,38,1,2,37,10,1,8,400-800,5-10,<40,>10000,20000-25000,>30,>20,>8,10537,10k-15k
494,34,0,Travel_Rarely,204,Sales,14,3,Technical Degree,1,666,3,Female,31,3,1,Sales Representative,3,Divorced,2579,2912,1,Y,Yes,18,3,4,80,2,8,3,3,8,2,0,6,<400,10-15,<40,2500-5000,<5000,5 to 10,5 to 10,<2,333,0k to 5k
442,36,0,Non-Travel,635,Sales,10,4,Medical,1,592,2,Male,32,3,3,Sales Executive,4,Single,9980,15318,1,Y,No,14,3,4,80,0,10,3,2,10,3,9,7,400-800,5-10,<40,7500-10000,15000-20000,5 to 10,5 to 10,2 to 4,5338,5k-10k
1408,23,0,Travel_Rarely,571,Research & Development,12,2,Other,1,1982,4,Male,78,3,1,Laboratory Technician,4,Single,2647,13672,1,Y,No,13,3,3,80,0,5,6,4,5,2,1,4,400-800,10-15,60-80,2500-5000,10000-15000,<5,<5,<2,11025,10k-15k
1009,58,0,Travel_Rarely,1055,Research & Development,1,3,Medical,1,1423,4,Female,76,3,5,Research Director,1,Married,19701,22456,3,Y,Yes,21,4,3,80,1,32,3,3,9,8,1,5,800-1200,<2,60-80,>10000,20000-25000,>30,5 to 10,6 to 8,2755,0k to 5k
53,35,0,Non-Travel,1097,Research & Development,11,2,Medical,1,70,3,Male,79,2,3,Healthcare Representative,1,Married,9884,8302,2,Y,Yes,13,3,3,80,1,10,3,3,4,0,2,3,800-1200,10-15,60-80,7500-10000,5000-10000,5 to 10,<5,<2,-1582,<0
480,30,1,Travel_Frequently,448,Sales,12,4,Life Sciences,1,648,2,Male,74,2,1,Sales Representative,1,Married,2033,14470,1,Y,No,18,3,3,80,1,1,2,4,1,0,0,0,400-800,10-15,60-80,<2500,10000-15000,<5,<5,<2,12437,10k-15k
1416,38,0,Travel_Rarely,1321,Sales,1,4,Life Sciences,1,1995,4,Male,86,3,2,Sales Executive,2,Married,4440,7636,0,Y,No,15,3,1,80,2,16,3,3,15,13,5,8,>1200,<2,>80,2500-5000,5000-10000,15 to 20,10 to 15,>8,3196,0k to 5k
531,32,0,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,1,727,3,Female,39,3,3,Research Director,4,Single,11159,19373,3,Y,No,15,3,4,80,0,10,6,3,7,7,7,7,800-1200,2-5,<40,>10000,15000-20000,5 to 10,5 to 10,6 to 8,8214,5k-10k
113,24,0,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,1,150,2,Male,52,3,1,Laboratory Technician,3,Married,2774,13257,0,Y,No,12,3,3,80,1,6,2,3,5,3,1,2,800-1200,15-20,40-60,2500-5000,10000-15000,5 to 10,<5,2 to 4,10483,10k-15k
163,57,0,Travel_Rarely,334,Research & Development,24,2,Life Sciences,1,223,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439,23402,3,Y,Yes,16,3,2,80,1,12,2,1,5,3,1,4,<400,>20,>80,7500-10000,20000-25000,10 to 15,<5,2 to 4,13963,10k-15k
